,industry,job_title,company_name,location,summary,date_posted
259,education,Natural Sciences,California State University,N/A,"The department has strong ties to campus programs in ethnic studies, Asian American studies, Chicanx-Latinx studies, Native American studies, Pan African…",26 days ago
260,education,Program Lead and Assistant/Associate Professor of Practice for Leadership and Innovation EdD,University of the Pacific,N/A,"Practitioner experience in P/K-20 education.
Demonstrated leadership experience in education-related start-ups (e.g., founding new schools, starting a new…",2 days ago
261,education,Student Finance Advisor,Iec Aai Holdings Inc,N/A,"What We Offer: We are a Certified Employee-Owned Company and our full-time colleagues have a variety of benefits available to them, such as Medical, Dental,…",30+ days ago
262,education,Teachers at Mack Road KinderCare,KinderCare Learning Centers,N/A,"Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",12 days ago
263,education,Tenure Track Faculty - Geography,"California State University, Sacramento",N/A,"Scholarly interests and experience, particularly in the context of doing research with undergraduate students.
Job Title Tenure Track Faculty - Geography.",13 days ago
264,education,Infant and Toddler Teachers,Arista Preschool,N/A,"A minimum of the 12 Core Early Childhood Education units.
CDA Degree or a Permit.
Clear fingerprints for FBI, DOJ, and child abuse.",16 days ago
265,education,Instructional Aide,Rose Family Creative Empowerment Center,N/A,"The Instructional Aide will provide activities for groups of up to 20 scholars in homework, reading, math, various enrichment and physical activities, nutrition…",30+ days ago
266,education,"OVERVIEW: Under the supervision of the Clinical Program Manager, the Youth Peer Mentor (YPM) provides immediate and follow",Sacramento Children’s Home,N/A,"OVERVIEW: Under the supervision of the Clinical Program Manager, the Youth Peer Mentor (YPM) provides immediate and follow-up care and support youth being…",15 days ago
267,education,Dance Instructor,Arthur Murray Dance Center,"Elk Grove, CA 95758","For all of those selected, we immerse them in a comfort zone altering boot camp (paid training).
When ready, we transition them into full time dance instructors…",3 days ago
268,education,Student Academic Advisor 2-SOM: Department of Public Health Sciences- Davis Campus,"University of California, Davis",N/A,"Experience advising students in higher education, preferably within an undergraduate or graduate program.
Experience with advising methods & strategies, and…",30+ days ago
269,education,Certified BLS CPR Instructor,UCPRA,N/A,"CPR Classes Co., a national training organization, is looking for competent BLS instructors to support our clients by delivering exceptional training…",30+ days ago
270,education,Business/Management,California State University,N/A,"Strategy & Entrepreneurship (S&E) Department, College of Business Administration, https://www.csus.edu/college/business-administration/strategy-entrepreneurship…",30+ days ago
271,education,Student Academic Advisor 2-SOM: Department of Public Health Sciences- Davis Campus,"University of California, Davis",N/A,"Experience advising students in higher education, preferably within an undergraduate or graduate program.
Experience with advising methods & strategies, and…",30+ days ago
272,education,Certified BLS CPR Instructor,UCPRA,N/A,"CPR Classes Co., a national training organization, is looking for competent BLS instructors to support our clients by delivering exceptional training…",30+ days ago
273,education,Business/Management,California State University,N/A,"Strategy & Entrepreneurship (S&E) Department, College of Business Administration, https://www.csus.edu/college/business-administration/strategy-entrepreneurship…",30+ days ago
274,education,Preschool Teacher - Beginner,Merryhill School,"Sacramento, CA 95835 (Village 7 area)",Complies with all state education and licensing standards and maintains validation of credentials for the position (i.e. professional development).,8 days ago
275,education,Montessori & Preschool Teachers,Little Flowers Montessori,"Elk Grove, CA 95758","We are looking for teachers who are creative, energetic, and simply enjoy being with young children.
We provide excellent benefits to full-time employees…",20 days ago
276,education,"Clinical Nurse Educator in Sacramento, CA",Curative Inc.,"Sacramento, CA","Participate in training/retraining and continuing education programs as necessary.
The Curative Vaccines Program is rolling out the distribution of COVID-19…",6 days ago
277,education,Safe Life Teaching Assistant,Safe Life Project,N/A,"Safe Life Teaching Assistants work in a variety of community settings with individuals, who have developmental disabilities and/or autism, to deliver personal…",30+ days ago
278,education,Substitute Teacher,Growing Brilliant Preschool,"Sacramento, CA 95835 (Village 7 area)","The school features organic gardens, many school animals (and chickens, goats etc.), and new or renovated facilities.
MUST have 12 ECE units.",12 days ago
279,education,Theater Scorer,Pearson,N/A,"The Evaluation Systems group of Pearson offers dynamic teacher licensing and performance assessment solutions.
Starting rate of $15.49 per hour.",22 days ago
280,education,Part time Substitute Teacher,KinderCare Learning Centers,N/A,"Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",1 day ago
281,education,Toddler Assistant Guide (Teacher),Guidepost Montessori at Folsom,N/A,"Familiarity with the Montessori approach to education is preferred, but not required.
This position is a flexible full-time or part-time role with great…",12 days ago
282,education,Early Preschool Lead Teacher,Childtime Learning Centers,N/A,"The Lead Teacher promotes the social, physical, and intellectual growth of the children under his/her care and works with the school’s staff to create an…",1 day ago
283,education,Dance Instructor,Arthur Murray Dance Center,"Elk Grove, CA 95758","For all of those selected, we immerse them in a comfort zone altering boot camp (paid training).
When ready, we transition them into full time dance instructors…",3 days ago
284,education,BAR Course Administrator,Kaplan,N/A,"Ability to effectively utilize technology including mobile and desktop applications.
Effective communication and reporting to off-site supervisors.",30+ days ago
285,education,Preschool Teacher,The Lil' School,"Citrus Heights, CA 95610 (Birdcage Heights area)","Lil’ School is looking for YOU!.
Full-time & Part-time shifts available.
Must have 12 units ECE, and pursuing more is a huge plus!",18 days ago
286,education,Instructor,Meissner Sewing & Vacuum Centers,N/A,Machine instruction educators are responsible for teaching New Owner Guide Classes for products sold in our store; assisting with special events and developing…,30+ days ago
287,education,Substitute Elementary School Teacher,The Peregrine Project,N/A,"Peregrine School is a nonprofit independent school whose mission is to educate creative critical thinkers.
Peregrine School serves children ages 18 months to.",12 days ago
288,education,Brand Educator - Central California and Surrounding Areas,MKTG,N/A,"Candidates should be available to work events during Thursdays - Saturdays between 4pm - 12am.
Events are typically 2-4 hours in length.",30+ days ago
289,education,Adjunct Agriculture Instructor,Yuba Community College District,N/A,"Develop and deliver instructional lectures for Agriculture courses up to 10 hours/week.
Organize and teach all levels of Agriculture classes.",30+ days ago
290,education,Preschool Teacher,The Lil' School,"Citrus Heights, CA 95610 (Birdcage Heights area)","Lil’ School is looking for YOU!.
Full-time & Part-time shifts available.
Must have 12 units ECE, and pursuing more is a huge plus!",18 days ago
291,education,Rehabilitation Mentor (Service Coordinator),Consumers Self Help Center - Wellness & Recovery C...,N/A,"Helping Members access cultural, education, social, recreational and vocational activities;
Mentors work collaboratively with individuals served in developing…",15 days ago
292,education,Student Assistant - Special Education Division Support,"University Enterprises, Inc.",N/A,"The Department of General Services is currently seeking to hire a student assistant (SA).
The student will work Under the supervision of the Staff Services…",9 days ago
293,education,Temporary Lecturer,"University of California, Davis",N/A,"Description: The School of Veterinary Medicine, Department of Population Health and Reproduction, invites applications for a temporary lecturer position (title…",18 days ago
294,education,Chemistry Lecturer 2021-2022,"University of California, Davis",N/A,"Lecturer position in the Department of Chemistry.
Duties will include teaching in General Chemistry and/or Organic Chemistry lecture courses and labs.",18 days ago
295,education,Unit 18 Lecturer for FST298 – Spring 2021,"University of California, Davis",N/A,Qualified candidates will have a Master’s Degree in food science or a related field and expertise Design Thinking.,3 days ago
296,education,Dance Instructor,Arthur Murray Dance Center,"Elk Grove, CA 95758","For all of those selected, we immerse them in a comfort zone altering boot camp (paid training).
When ready, we transition them into full time dance instructors…",3 days ago
297,education,Full-Time Infant Assistant Guide (Teacher),Guidepost Montessori at Folsom,N/A,"Familiarity with the Montessori approach to education is preferred, but not required.
This position is a flexible full-time role that allows you to get your…",12 days ago
298,education,Reading Tutor/Teacher,Wyzant,N/A,"Set your own hours while you help students learn the subjects you love to teach.
Set your own rate (most tutors charge between $30-60/hour).",4 days ago
299,education,"Test Administrator - Sacramento North, CA",Pearson,N/A,Test centers may need to limit workstation availability to ensure that a safe distance can be maintained between candidates.,8 days ago
300,education,Multi Subject Teacher / Substitute,City of Sacramento Youth Division,N/A,"Sac CLASS was created to address the enormous negative impact of COVID-19 related learning loss, particularly for vulnerable students.",30+ days ago
301,teaching,Tutor in Sacramento – All Subjects Available,Grade Potential Tutoring,"Sacramento, CA",Sacramento families are in immediate need of part-time tutors for all subjects and grade levels.,30+ days ago
302,teaching,Elementary Teachers,Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",2 days ago
303,teaching,Middle School Mathematics Teacher,Brookfield School,"Sacramento, CA (Greenhaven area)",Top-rated Sacramento K-8 private school is seeking experienced mathematics teachers for small classes of accelerated middle school students.,17 days ago
304,teaching,Coach/ Teaching Assistant - Davis,Sports For Learning,"Davis, CA 95616 (Old Davis North area)","We support in classrooms with virtual lessons, on the field with getting active and through our distance learning platform.
Pay: *$16.50 per hour.",15 days ago
305,teaching,In-Home Spanish Fluent 1st Grade Tutor - Sacramento,Grade Potential Tutoring,"Sacramento, CA 95822 (Meadowview area)","I have an immediate need for an in-home Spanish fluent 1st grade tutor in Sacramento.
Student is in the 1st grade at Bowling Green Chacon Language and Science…",8 days ago
306,teaching,2020-2021 High School Teaching Assistant,St. HOPE Public Schools,N/A,"Valid California substitute or teaching credential.
Copy of valid California substitute or teaching credential.
Supervise locker rooms during PE transitions.",1 day ago
307,teaching,Montessori Assistant Teacher Infant Classroom,Bergamo Montessori School,"Sacramento, CA 95831 (Pocket area)","Observing children and providing input to the teacher.
Helping support children's independent activity.
Keeping children safe with general supervision, conflict…",11 days ago
308,teaching,"Teacher, Student Support",Capitol Collegiate Academy,"Sacramento, CA 95832 (Meadowview area)","Employ various teaching techniques and methods to enable students to meet their IEP goals.
Minimum Education Level: Must have a Bachelor’s degree and a valid…",30+ days ago
309,teaching,2020-2021 Middle School Teaching Assistant,St. HOPE Public Schools,N/A,"Valid California substitute or teaching credential.
Copy of valid California substitute or teaching credential.
Supervise locker rooms during PE transitions.",1 day ago
310,teaching,Online A+ Tutor,Tutor.com,United States,"Job Types: Part-time, Contract.
Job Types: Part-time, Contract.",30+ days ago
311,teaching,Substitute Teacher K-12,The Education Team,"Sacramento, CA","We offer competitive rates and flexible scheduling!
Day-to-day & long-term assignments available.
Bachelor's Degree & CBEST or CSET required.",10 days ago
312,teaching,Assistant Montessori Teacher- Part Time,Bergamo Montessori School,"Sacramento, CA 95831 (Pocket area)","Observing children and providing input to the teacher.
Helping support children's independent activity.
Keeping children safe with general supervision, conflict…",16 days ago
313,teaching,Substitute Teachers - $100/day; $50/half day,Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",30+ days ago
314,teaching,K-12 Academic Tutor and Mentor | Full-time,City Year,"Sacramento, CA","Diverse teams of City Year AmeriCorps members provide support to students, classrooms and the whole school, helping to ensure that students in systemically…",30+ days ago
315,teaching,Early Education Teachers,Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",30+ days ago
316,teaching,Assistant Montessori Teacher- Part Time,Bergamo Montessori School,"Sacramento, CA 95831 (Pocket area)","Observing children and providing input to the teacher.
Helping support children's independent activity.
Keeping children safe with general supervision, conflict…",16 days ago
317,teaching,Teachers! Let's GO 2021!!,Caring Connection Children's Center,N/A,"Job Types: Full-time, Part-time.
Early Childhood Education: 1 year (Preferred).
Child Development Associate Certification (Preferred).",23 days ago
318,teaching,Online A+ Tutor,Tutor.com,United States,"Job Types: Part-time, Contract.
Job Types: Part-time, Contract.",30+ days ago
319,teaching,Online Psychology Instructor,Carrington College,N/A,"Carrington College faculty are engaged, accountable, innovative, change ready professionals dedicated to their students and to the College Mission. Carrington…",3 days ago
320,teaching,Contract Teacher,The Teacher Marketplace,N/A,"Degree in teaching or in a specialized subject with a certificate in education.
Substitute certified and retired teachers encouraged to apply.",30+ days ago
321,teaching,Substitute Teacher K-12,The Education Team,"Sacramento, CA","We offer competitive rates and flexible scheduling!
Day-to-day & long-term assignments available.
Bachelor's Degree & CBEST or CSET required.",10 days ago
322,teaching,Middle School Teacher,GetSelected.com,N/A,"Have an education degree, in-progress or completed teaching certification, and/or teaching experience.
Seeking Middle School Teachers at multiple partner school…",12 days ago
323,teaching,K-12 Academic Tutor and Mentor | Full-time,City Year,"Sacramento, CA","Diverse teams of City Year AmeriCorps members provide support to students, classrooms and the whole school, helping to ensure that students in systemically…",30+ days ago
324,teaching,Substitute Teacher,St. HOPE Public Schools,N/A,"Valid California substitute or teaching credential.
Copy of valid California substitute or teaching credential.
Engage and challenge students in learning.",1 day ago
325,teaching,K-5 Instructional Technology Teacher (Part-time),Capital Christian Center Church and School,N/A,"Capital Christian Center is not only a great place to worship, grow, serve and learn, it is also a great place to work. We are looking for friendly, humble…",30+ days ago
326,teaching,Professor of Lawyering Skills,University of the Pacific,N/A,"The successful candidate will teach in McGeorge’s two-year Global Lawyering Skills program, which covers legal research, writing, and oral advocacy, and will…",16 days ago
327,teaching,English Tutor,Options For Youth Public Charter Schools,N/A,Primary responsibility is to assist teachers in teaching the necessary concepts to students within the designated English units.,25 days ago
328,teaching,Kumon Math and Reading/Writing Tutor,Kumon Math and Reading Tutoring Center,N/A,"Kumon is an after-school math and reading program that employs a unique learning method designed to help each child master the basics of math and reading, as…",5 days ago
329,teaching,Intersession Teacher,Options For Youth Public Charter Schools,N/A,"Educational technology, digital teaching, or online teaching and/or learning experience or education preferred.
Keeps grade, attendance and retention records.",12 days ago
330,teaching,Infant/Toddler Teacher,Rainbow Daycare Inc.,N/A,"Company Health and Dental Plan eligibility after qualifying period!.
Minimum 15 ECE units with grades of “C” or better.",1 day ago
331,teaching,Intersession Teacher,Options For Youth Public Charter Schools,N/A,"Educational technology, digital teaching, or online teaching and/or learning experience or education preferred.
Keeps grade, attendance and retention records.",12 days ago
332,teaching,Infant/Toddler Teacher,Rainbow Daycare Inc.,N/A,"Company Health and Dental Plan eligibility after qualifying period!.
Minimum 15 ECE units with grades of “C” or better.",1 day ago
333,teaching,Substitute Teacher K-12,The Education Team,"Sacramento, CA","We offer competitive rates and flexible scheduling!
Day-to-day & long-term assignments available.
Bachelor's Degree & CBEST or CSET required.",10 days ago
334,teaching,Math Tutor,Options For Youth Public Charter Schools,N/A,"Primary responsibility is to assist teachers in teaching the necessary concepts to students within the designated math units.
Keep the work area neat and clean.",12 days ago
335,teaching,School Age Teacher,KinderCare Learning Centers,N/A,"Use contemporary teaching methods, including virtual learning, to enhance instruction.
Lead, coach and mentor less experienced teachers in your classroom; model…",5 days ago
336,teaching,Early Preschool Teacher,Childtime Learning Centers,N/A,"EARLY PRESCHOOL TEACHER FOR CHILD CARE.
Through our play based curriculum, our affectionate and loving staff ensures that our children are imparted with the…",8 days ago
337,teaching,Intersession Special Education Specialist,Options For Youth Public Charter Schools,N/A,The primary responsibility of the Special Education Specialist is to provide instruction and other related services to Special Education students.,12 days ago
338,teaching,Teachers at Laguna KinderCare,KinderCare Learning Centers,"Elk Grove, CA 95758","Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",5 days ago
339,teaching,Tenure Track-Faculty - Entrepreneurship,"California State University, Sacramento",N/A,"Summer research grants, moving expenses, and a reduced teaching load may be available.
Preference will be given to applicants with a demonstrated record of…",13 days ago
340,teaching,Safe Life Teaching Assistant,Safe Life Project,N/A,Assist in teaching class sessions following the lesson topic schedule and prescribed concentration areas for each student.,30+ days ago
341,teaching,Tenure Track Faculty - Ethnic Studies/Pan African Studies,"California State University, Sacramento",N/A,"Experience as a teaching assistant, college/university lecturer, or professor in Pan African Studies/Ethnic Studies courses.
Job Code 2360-Tenure Track faculty.",13 days ago
342,teaching,Long Term Substitute TK Teacher,Aspire Public Schools,N/A,Long Term…,30+ days ago
343,teaching,Intersession Spanish Tutor,Options For Youth Public Charter Schools,N/A,The primary responsibility of the Summer Spanish Tutor is to assist teachers in teaching the necessary concepts to students within the designated Spanish units.,12 days ago
344,teaching,Avid Tutor (Part Time) - Early College High School.,Fortune School of Education,N/A,"As students from colleges and universities, tutors receive formal training and also serve as role models.
AVID students who continue their education in college…",4 days ago
345,teaching,Adjunct Faculty-Online Campus-Dissertation Committee Member in the Ed.D. Organizational Leadership Program,Brandman University,N/A,"Steeped in academic tradition, Brandman University provides quality education to primarily non-traditional students who demand the same high academic standards…",30+ days ago
346,teaching,"Math, Sciences Tutors (including ACT & SAT prep)",Huntington Learning Center,"Sacramento, CA 95825 (Sierra Oaks area)","Must have at least 3 days of availability from 3:30 pm onwards and be available at least 2 Saturdays or Sundays a month.
You must be flexible and reliable.",30+ days ago
347,teaching,Adjunct Faculty-Online Campus-Dissertation Committee Member in the Ed.D. Organizational Leadership Program,Brandman University,N/A,"Steeped in academic tradition, Brandman University provides quality education to primarily non-traditional students who demand the same high academic standards…",30+ days ago
348,teaching,Business/Management,California State University,N/A,"Summer research grants, moving expenses, and a reduced teaching load may be available.
Preference will be given to applicants with a demonstrated record of…",30+ days ago
349,teaching,Online A+ Tutor,Tutor.com,United States,"Job Types: Part-time, Contract.
Job Types: Part-time, Contract.",30+ days ago
350,teaching,Teachers at Mack Road KinderCare,KinderCare Learning Centers,N/A,"Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",12 days ago
351,teaching,Montessori & Preschool Teachers,Little Flowers Montessori,"Elk Grove, CA 95758","We are looking for teachers who are creative, energetic, and simply enjoy being with young children.
We provide excellent benefits to full-time employees…",20 days ago
352,teaching,Infant and Toddler Teachers,Arista Preschool,N/A,"A minimum of the 12 Core Early Childhood Education units.
CDA Degree or a Permit.
Clear fingerprints for FBI, DOJ, and child abuse.",16 days ago
353,teaching,Elementary Long Term Substitute,Merryhill School,N/A,"Create, manage and participate in a variety of learning environments and activities that provide opportunities for students to develop to their fullest…",30+ days ago
354,teaching,Substitute Teacher K-12,The Education Team,"Sacramento, CA","We offer competitive rates and flexible scheduling!
Day-to-day & long-term assignments available.
Bachelor's Degree & CBEST or CSET required.",10 days ago
355,teaching,Intersession ELA tutor,Options For Youth Public Charter Schools,N/A,The primary responsibility of the is to assist teachers in teaching the necessary concepts to students within the designated units.,12 days ago
356,teaching,Teachers at Laguna KinderCare,KinderCare Learning Centers,"Elk Grove, CA 95758","Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",5 days ago
357,teaching,Part time Substitute Teacher,KinderCare Learning Centers,N/A,"Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",1 day ago
358,teaching,Preschool Teacher,Creative Spaces Preschool,N/A,"Preschool Teacher Reports To *Child Care Center Owner/ Administrator and/or Director.
Carries out the mission, vision, and values of the child care program.",12 days ago
359,teaching,Natural Sciences,California State University,N/A,"Prior teaching experience at the college or university level.
Demonstrated potential to incorporate mixed-methods and GIS (qualitative or quantitative) in…",26 days ago
360,teaching,Early Preschool Lead Teacher,Childtime Learning Centers,N/A,"The Lead Teacher promotes the social, physical, and intellectual growth of the children under his/her care and works with the school’s staff to create an…",1 day ago
361,teaching,"Math, Sciences Tutors (including ACT & SAT prep)",Huntington Learning Center,"Sacramento, CA 95825 (Sierra Oaks area)","Must have at least 3 days of availability from 3:30 pm onwards and be available at least 2 Saturdays or Sundays a month.
You must be flexible and reliable.",30+ days ago
362,teaching,Teachers at Laguna KinderCare,KinderCare Learning Centers,"Elk Grove, CA 95758","Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",5 days ago
363,teaching,Lecturer - Organizational Behavior for Technology Management -2021,"University of California, Davis",N/A,"The Graduate School of Management at the University of California, Davis, seeks part time instructors to teach one or more courses in the area of Management and…",12 days ago
364,teaching,Online A+ Tutor,Tutor.com,United States,"Job Types: Part-time, Contract.
Job Types: Part-time, Contract.",30+ days ago
365,teaching,Program Lead and Assistant/Associate Professor of Practice for Leadership and Innovation EdD,University of the Pacific,N/A,"Demonstrated successful teaching experience with adult learners.
Demonstrated successful hybrid or online teaching experience.",2 days ago
366,teaching,Social/Behavioral Sciences,California State University,N/A,"The Department of Ethnic Studies at California State University, Sacramento invites applications for a full-time tenure-track Assistant Professor position…",25 days ago
367,teaching,Toddler Assistant Guide (Teacher),Guidepost Montessori at Folsom,N/A,"This position is a flexible full-time or part-time role with great benefits including health, dental, and vision insurance, a 401K, a competitive rate of pay,…",12 days ago
368,teaching,Tenure Track Faculty - Geography,"California State University, Sacramento",N/A,"Prior teaching experience at the college or university level.
Demonstrated potential to incorporate mixed-methods and GIS (qualitative or quantitative) in…",13 days ago
369,teaching,Substitute Teacher K-12,The Education Team,"Sacramento, CA","We offer competitive rates and flexible scheduling!
Day-to-day & long-term assignments available.
Bachelor's Degree & CBEST or CSET required.",10 days ago
370,teaching,2021-2022 High School Drama Teacher,St. HOPE Public Schools,N/A,"St. HOPE Public Schools is seeking exceptional teachers for St. HOPE Public Schools.
Teachers must have a track record of success and a ""whatever it takes""…",1 day ago
371,teaching,Multi Subject Teacher / Substitute,City of Sacramento Youth Division,N/A,"Sac CLASS was created to address the enormous negative impact of COVID-19 related learning loss, particularly for vulnerable students.",30+ days ago
372,teaching,Pre-Six Lecturer 2021-2022,"University of California, Davis",N/A,Applicants must possess a Ph.D. in mathematics or related field and have prior experience teaching mathematics (preferably at the college/university level).,2 days ago
373,teaching,Elementary (K-6th) Tutoring/Teaching,Wyzant,N/A,"Hello looking into getting a tutor for my 6 year old, that is struggling a lot with kindergarten need help with numbers, and phonics.",30+ days ago
374,teaching,Pre-Kindergarten Teacher,River City Early Learning Center,N/A,"A. A. or B. A.
1st Aid & CPR (or willing to obtain upon hire).
Only staff and children allowed in the facility.
High school or equivalent (Preferred).",8 days ago
375,teaching,Full-Time Infant Assistant Guide (Teacher),Guidepost Montessori at Folsom,N/A,This position is a flexible full-time role that allows you to get your foot in the door and pave the way for growth opportunities!,12 days ago
376,teaching,Chemistry Lecturer 2021-2022,"University of California, Davis",N/A,"Duties will include teaching in General Chemistry and/or Organic Chemistry lecture courses and labs.
The Chemistry Lecturer will be responsible for modifying…",18 days ago
377,teaching,Safe Life Teacher,Safe Life Project,N/A,Successful Safe Life Teacher candidates must participate in periodic trainings which include a focus on participation as part of a teaching team and teaching…,30+ days ago
378,teaching,UC Davis School of Education 2020-21 Lecturer Pool,"University of California, Davis",N/A,"Preferred – teaching experience in K-12 public schools.
Preferred – teaching experience in higher education (including experience as a Teaching Assistant).",30+ days ago
379,teaching,Biological Psychology Adjunct Assistant Professor,Los Rios Community College District,N/A,The Los Rios Community College District is seeking a pool of qualified applicants for possible temporary part-time faculty teaching assignments.,30+ days ago
380,teaching,Intersession Area Teacher Level II,Options For Youth Public Charter Schools,N/A,The Summer School Compliance Coordinator will support staff and the school in the initial preparation of student enrollment and may instruct students.,12 days ago
381,teaching,Intersession Area Teacher II,Options For Youth Public Charter Schools,N/A,The Summer School Compliance Coordinator will support staff and the school in the initial preparation of student enrollment and may instruct students.,12 days ago
382,teaching,Early Learning Teacher,YMCA of Superior California - Child Development Ce...,N/A,"Every day, our staff—of all ages and from diverse backgrounds and life experiences—are transforming lives through YMCA programs for youth…",16 days ago
383,teaching,Spanish-Speaking Toddler Assistant Guide (Teacher),Guidepost Montessori at Folsom,N/A,"We're looking for an enthusiastic, adaptable Spanish-speaking Assistant Guide (Teacher) who has a passion for working with children in the toddler and preschool…",12 days ago
384,teaching,K-12 Academic Tutor and Mentor | Full-time,City Year,"Sacramento, CA","Diverse teams of City Year AmeriCorps members provide support to students, classrooms and the whole school, helping to ensure that students in systemically…",30+ days ago
385,teaching,Toddler Teacher and Preschool Teachers,Growing Brilliant Preschool,N/A,"Employees are immediately eligible for paid holidays.
One week of vacation time is earned after one year.
Featuring a positive work environment.",17 days ago
386,teaching,Daycare Teacher,KW Preschool and Childcare,"Sacramento, CA 95822 (Freeport Manor area)","We are a private, state-funded, toddler and preschool program serving children from 12 months of age through 5 years old.
Love and respect for children.",30+ days ago
387,teaching,Certified Nursing Assistant / Home Health Aide (Registered Nurse - RN) Assistant Professor,Los Rios Community College District,N/A,"A. Completion of a course in teaching adults.
B. 1 year of verifiable experience in teaching adults.
Planning, conducting, teaching and supervising classroom…",Today
388,teaching,Special Education Teacher- Home Instruction SAI Provider,S.T.A.R. Academy - Haynes Family of Programs,N/A,Utilizes current teaching methods and strategies to design lesson plans that will engage students in the learning process; ensures opportunities for all…,8 days ago
389,teaching,Part-Time Spanish-Speaking Toddler Assistant Teacher,Guidepost Montessori at Folsom,N/A,"We're looking for an enthusiastic, adaptable Spanish-speaking Assistant Guide (Teacher) who has a passion for working with children in the toddler age group (16…",12 days ago
390,teaching,Assistant / Associate Professor of Anatomy,California Northstate University,N/A,"Experience and documented accomplishments in teaching medical students.
Experience teaching medical students in gross anatomy laboratory.",30+ days ago
391,teaching,Intersession Area Teacher Level II,Options For Youth Public Charter Schools,N/A,The Summer School Compliance Coordinator will support staff and the school in the initial preparation of student enrollment and may instruct students.,12 days ago
392,teaching,Teachers at Bruceville KinderCare,KinderCare Learning Centers,"Elk Grove, CA 95758","Create a safe, nurturing environment where children can play and learn.
Support your center’s success by partnering with center staff and leadership to achieve…",16 days ago
393,teaching,Intersession Area Teacher II,Options For Youth Public Charter Schools,N/A,The Summer School Compliance Coordinator will support staff and the school in the initial preparation of student enrollment and may instruct students.,12 days ago
394,teaching,Early Learning Teacher,YMCA of Superior California - Child Development Ce...,N/A,"Every day, our staff—of all ages and from diverse backgrounds and life experiences—are transforming lives through YMCA programs for youth…",16 days ago
395,teaching,Substitute Teacher K-12,The Education Team,"Sacramento, CA","We offer competitive rates and flexible scheduling!
Day-to-day & long-term assignments available.
Bachelor's Degree & CBEST or CSET required.",10 days ago
396,teaching,Spanish-Speaking Toddler Assistant Guide (Teacher),Guidepost Montessori at Folsom,N/A,"We're looking for an enthusiastic, adaptable Spanish-speaking Assistant Guide (Teacher) who has a passion for working with children in the toddler and preschool…",12 days ago
397,teaching,Toddler Teacher and Preschool Teachers,Growing Brilliant Preschool,N/A,"Employees are immediately eligible for paid holidays.
One week of vacation time is earned after one year.
Featuring a positive work environment.",17 days ago
398,teaching,Certified Nursing Assistant / Home Health Aide (Registered Nurse - RN) Assistant Professor,Los Rios Community College District,N/A,"A. Completion of a course in teaching adults.
B. 1 year of verifiable experience in teaching adults.
Planning, conducting, teaching and supervising classroom…",Today
399,teaching,Special Education Teacher- Home Instruction SAI Provider,S.T.A.R. Academy - Haynes Family of Programs,N/A,Utilizes current teaching methods and strategies to design lesson plans that will engage students in the learning process; ensures opportunities for all…,8 days ago
400,teaching,Part-Time Spanish-Speaking Toddler Assistant Teacher,Guidepost Montessori at Folsom,N/A,"We're looking for an enthusiastic, adaptable Spanish-speaking Assistant Guide (Teacher) who has a passion for working with children in the toddler age group (16…",12 days ago
401,teaching,Assistant / Associate Professor of Anatomy,California Northstate University,N/A,"Experience and documented accomplishments in teaching medical students.
Experience teaching medical students in gross anatomy laboratory.",30+ days ago
402,teaching,Infant Teacher,Mission Avenue Preschool,N/A,We are looking for a fully-qualified Infant teacher; one who will provide a nurturing safe environment to develop and reach age-appropriate milestones.,4 days ago
403,teaching,Preschool Teacher,Kelli's Pals Preschool & Day Care Center,N/A,"Kelli's Pals Daycare is currently hiring for full-time, week days and weekend Teachers with open availability including overnight shifts when needed.",26 days ago
404,teaching,Preschool Teachers,Arista Preschool,N/A,"A minimum of the 12 Core Early Childhood Education units.
CDA Degree or a Permit.
Clear fingerprints for FBI, DOJ, and child abuse.",16 days ago
405,teaching,Preschool Teacher,Montessori Children's School,"Carmichael, CA 95608","Montessori Children's School is looking for a teacher who has at least 1 year of teaching experience, 12 CORE ECE units, fingerprint clearance and all necessary…",30+ days ago
406,teaching,Preschool Teacher Assistant,Cadence Education,N/A,"High school diploma or equivalent.
Must be at least 18 years old.
Must meet all state preschool teacher assistant requirements.",15 days ago
407,teaching,Teacher - School Age Program,Penny Valley Child Care Inc. Ready Set Go Children...,N/A,"General cleaning of classroom and common areas, plan activities, and physically able to play games outside with the children.
Assisting other staff when needed.",30+ days ago
